titulo,genero,duracion,tono,anio,calificacion
spy game,Action,larga,emocionante,2001,7.0
le pacte des loups,Action,larga,emocionante,2001,7.0
taxi,Action,corta,emocionante,1998,7.0
rush hour,Action,media,emocionante,1998,7.0
fallen,Action,larga,emocionante,1998,7.0
independence day,Action,larga,emocionante,1996,7.0
stargate,Action,media,emocionante,1994,7.0
maverick,Action,larga,emocionante,1994,7.0
dragon: the bruce lee story,Action,media,emocionante,1993,7.0
juice,Action,media,emocionante,1992,7.0
the last boy scout,Action,media,emocionante,1991,7.0
the spy who loved me,Action,larga,emocionante,1977,7.0
the towering inferno,Action,larga,emocionante,1974,7.0
thunderbolt and lightfoot,Action,media,emocionante,1974,7.0
the war of the worlds,Action,corta,emocionante,1953,7.0
outlaw king,Action,larga,emocionante,2018,6.9
dragged across concrete,Action,larga,emocionante,2018,6.9
the night comes for us,Action,larga,emocionante,2018,6.9
solo: a star wars story,Action,larga,emocionante,2018,6.9
fan,Action,larga,emocionante,2016,6.9
x-men: apocalypse,Action,larga,emocionante,2016,6.9
slow west,Action,corta,emocionante,2015,6.9
game night,Action,media,emocionante,2018,6.9
star wars: episode viii - the last jedi,Action,larga,emocionante,2017,6.9
jumanji: welcome to the jungle,Action,media,emocionante,2017,6.9
love and monsters,Action,media,emocionante,2020,6.9
non-stop,Action,media,emocionante,2014,6.9
all is lost,Action,media,emocionante,2013,6.9
the hitman's bodyguard,Action,media,emocionante,2017,6.9
pacific rim,Action,larga,emocionante,2013,6.9
get the gringo,Action,media,emocionante,2012,6.9
in the heart of the sea,Action,larga,emocionante,2015,6.9
iron man 2,Action,larga,emocionante,2010,6.9
legend of the guardians: the owls of ga'hoole,Animation,media,neutral,2010,6.9
the world's end,Action,media,emocionante,2013,6.9
jackass forever,Action,media,emocionante,2022,6.9
free state of jones,Action,larga,emocionante,2016,6.9
traitor,Action,media,emocionante,2008,6.9
the amazing spider-man,Action,larga,emocionante,2012,6.9
pineapple express,Action,media,emocionante,2008,6.9
crank,Action,corta,emocionante,2006,6.9
alan partridge: alpha papa,Action,media,emocionante,2013,6.9
28 weeks later,Action,media,emocionante,2007,6.9
captain america: the first avenger,Action,larga,emocionante,2011,6.9
the guardian,Action,larga,emocionante,2006,6.9
san ging chaat goo si,Action,larga,emocionante,2004,6.9
jurassic world,Action,larga,emocionante,2015,6.9
national treasure,Action,larga,emocionante,2004,6.9
mission: impossible iii,Action,larga,emocionante,2006,6.9
the last castle,Action,larga,emocionante,2001,6.9
atlantis: the lost empire,Animation,media,neutral,2001,6.9
a knight's tale,Action,larga,emocionante,2001,6.9
the edge,Action,media,emocionante,1997,6.9
con air,Action,media,emocionante,1997,6.9
the mask,Action,media,emocionante,1994,6.9
clear and present danger,Action,larga,emocionante,1994,6.9
robin hood: prince of thieves,Action,larga,emocionante,1991,6.9
memphis belle,Action,media,emocionante,1990,6.9
the monster squad,Action,corta,emocionante,1987,6.9
top gun,Action,media,emocionante,1986,6.9
romancing the stone,Action,media,emocionante,1984,6.9
repo man,Action,media,emocionante,1984,6.9
48 hrs.,Action,media,emocionante,1982,6.9
conan the barbarian,Action,larga,emocionante,1982,6.9
clash of the titans,Action,media,emocionante,1981,6.9
smokey and the bandit,Action,media,emocionante,1977,6.9
death wish,Action,media,emocionante,1974,6.9
westworld,Action,corta,emocionante,1973,6.9
tang shan da xiong,Action,media,emocionante,1971,6.9
thunderball,Action,larga,emocionante,1965,6.9
ready or not,Action,media,emocionante,2019,6.8
boss level,Action,media,emocionante,2020,6.8
news of the world,Action,media,emocionante,2020,6.8
spies in disguise,Animation,media,neutral,2019,6.8
shin gojira,Action,media,emocionante,2016,6.8
captain marvel,Action,larga,emocionante,2019,6.8
the outpost,Action,larga,emocionante,2019,6.8
død snø 2,Action,media,emocionante,2014,6.8
spectre,Action,larga,emocionante,2015,6.8
thor: the dark world,Action,media,emocionante,2013,6.8
chappie,Action,media,emocionante,2015,6.8
the maze runner,Action,media,emocionante,2014,6.8
tres metros sobre el cielo,Action,media,emocionante,2010,6.8
the grey,Action,media,emocionante,2011,6.8
what happened to monday,Action,larga,emocionante,2017,6.8
aquaman,Action,larga,emocionante,2018,6.8
men in black 3,Action,media,emocionante,2012,6.8
unknown,Action,media,emocionante,2011,6.8
tron,Action,larga,emocionante,2010,6.8
the book of eli,Action,media,emocionante,2010,6.8
hanna,Action,media,emocionante,2011,6.8
green zone,Action,media,emocionante,2010,6.8
we own the night,Action,media,emocionante,2007,6.8
unstoppable,Action,media,emocionante,2010,6.8
harsh times,Action,media,emocionante,2005,6.8
four brothers,Action,media,emocionante,2005,6.8
street kings,Action,media,emocionante,2008,6.8
the island,Action,larga,emocionante,2005,6.8
tristan + isolde,Action,larga,emocionante,2006,6.8
the transporter,Action,media,emocionante,2002,6.8
dog soldiers,Action,media,emocionante,2002,6.8
the fast and the furious,Action,media,emocionante,2001,6.8
the score,Action,larga,emocionante,2001,6.8
hellboy,Action,larga,emocionante,2004,6.8
ngo si seoi,Action,media,emocionante,1998,6.8
the mask of zorro,Action,larga,emocionante,1998,6.8
the long kiss goodnight,Action,larga,emocionante,1996,6.8
bad boys,Action,media,emocionante,1995,6.8
patriot games,Action,media,emocionante,1992,6.8
el mariachi,Action,corta,emocionante,1992,6.8
young guns,Action,media,emocionante,1988,6.8
innerspace,Action,media,emocionante,1987,6.8
bloodsport,Action,media,emocionante,1988,6.8
enemy mine,Action,media,emocionante,1985,6.8
superman ii,Action,larga,emocionante,1980,6.8
mad max,Action,corta,emocionante,1979,6.8
logan's run,Action,media,emocionante,1976,6.8
on her majesty's secret service,Action,larga,emocionante,1969,6.8
you only live twice,Action,media,emocionante,1967,6.8
extraction,Action,media,emocionante,2020,6.7
jumanji: the next level,Action,larga,emocionante,2019,6.7
midway,Action,larga,emocionante,2019,6.7
bumblebee,Action,media,emocionante,2018,6.7
kingsman: the golden circle,Action,larga,emocionante,2017,6.7
harriet,Action,larga,emocionante,2019,6.7
the equalizer 2,Action,larga,emocionante,2018,6.7
jungle,Action,media,emocionante,2017,6.7
turbo kid,Action,media,emocionante,2015,6.7
black widow,Action,larga,emocionante,2021,6.7
hardcore henry,Action,media,emocionante,2015,6.7
the guest,Action,media,emocionante,2014,6.7
pete's dragon,Action,media,emocionante,2016,6.7
the salvation,Action,media,emocionante,2014,6.7
the adam project,Action,media,emocionante,2022,6.7
atomic blonde,Action,media,emocionante,2017,6.7
the finest hours,Action,media,emocionante,2016,6.7
king arthur: legend of the sword,Action,larga,emocionante,2017,6.7
no escape,Action,media,emocionante,2015,6.7
in time,Action,media,emocionante,2011,6.7
safe house,Action,media,emocionante,2012,6.7
machine gun preacher,Action,larga,emocionante,2011,6.7
zombieland: double tap,Action,media,emocionante,2019,6.7
super,Action,media,emocionante,2010,6.7
the wolverine,Action,larga,emocionante,2013,6.7
antim: the final truth,Action,larga,emocionante,2021,6.7
gangster squad,Action,media,emocionante,2013,6.7
2 guns,Action,media,emocionante,2013,6.7
wild target,Action,media,emocionante,2010,6.7
escape plan,Action,media,emocionante,2013,6.7
brooklyn's finest,Action,larga,emocionante,2009,6.7
out of the furnace,Action,media,emocionante,2013,6.7
pandorum,Action,media,emocionante,2009,6.7
om shanti om,Action,larga,emocionante,2007,6.7
the brothers bloom,Action,media,emocionante,2008,6.7
angels & demons,Action,larga,emocionante,2009,6.7
death sentence,Action,media,emocionante,2007,6.7
warcraft,Action,larga,emocionante,2016,6.7
appaloosa,Action,media,emocionante,2008,6.7
wanted,Action,media,emocionante,2008,6.7
the brave one,Action,larga,emocionante,2007,6.7
the a-team,Action,media,emocionante,2010,6.7
underworld: evolution,Action,media,emocionante,2006,6.7
blood and bone,Action,media,emocionante,2009,6.7
hidalgo,Action,larga,emocionante,2004,6.7
the matrix revolutions,Action,larga,emocionante,2003,6.7
blade ii,Action,media,emocionante,2002,6.7
armageddon,Action,larga,emocionante,1998,6.7
nothing to lose,Action,media,emocionante,1997,6.7
conspiracy theory,Action,larga,emocionante,1997,6.7
absolute power,Action,larga,emocionante,1997,6.7
ransom,Action,larga,emocionante,1996,6.7
hung fan kui,Action,media,emocionante,1995,6.7
wyatt earp,Action,larga,emocionante,1994,6.7
demolition man,Action,media,emocionante,1993,6.7
lethal weapon 3,Action,media,emocionante,1992,6.7
hot shots!,Action,corta,emocionante,1991,6.7
backdraft,Action,larga,emocionante,1991,6.7
teenage mutant ninja turtles,Action,media,emocionante,1990,6.7
colors,Action,media,emocionante,1988,6.7
stakeout,Action,media,emocionante,1987,6.7
the living daylights,Action,larga,emocionante,1987,6.7
hamburger hill,Action,media,emocionante,1987,6.7
commando,Action,media,emocionante,1985,6.7
the last starfighter,Action,media,emocionante,1984,6.7
for your eyes only,Action,larga,emocionante,1981,6.7
the enforcer,Action,media,emocionante,1976,6.7
the man with the golden gun,Action,larga,emocionante,1974,6.7
live and let die,Action,larga,emocionante,1973,6.7
21 bridges,Action,media,emocionante,2019,6.6
enola holmes,Action,larga,emocionante,2020,6.6
marighella,Action,larga,emocionante,2019,6.6
the old guard,Action,larga,emocionante,2020,6.6
anna,Action,media,emocionante,2019,6.6
the art of self-defense,Action,media,emocionante,2019,6.6
adrift,Action,media,emocionante,2018,6.6
the aeronauts,Action,media,emocionante,2019,6.6
the fate of the furious,Action,larga,emocionante,2017,6.6
the girl with all the gifts,Action,media,emocionante,2016,6.6
overlord,Action,media,emocionante,2018,6.6
alpha,Action,media,emocionante,2018,6.6
jason bourne,Action,larga,emocionante,2016,6.6
kong: skull island,Action,media,emocionante,2017,6.6
bølgen,Action,media,emocionante,2015,6.6
the lego movie 2: the second part,Animation,media,neutral,2019,6.6
raees,Action,larga,emocionante,2017,6.6
red sparrow,Action,larga,emocionante,2018,6.6
the heat,Action,media,emocionante,2013,6.6
run all night,Action,media,emocionante,2015,6.6
the hunger games: mockingjay - part 1,Action,larga,emocionante,2014,6.6
the amazing spider-man 2,Action,larga,emocionante,2014,6.6
hunter killer,Action,larga,emocionante,2018,6.6
divergent,Action,larga,emocionante,2014,6.6
the informer,Action,media,emocionante,2019,6.6
red 2,Action,media,emocionante,2013,6.6
the expendables 2,Action,media,emocionante,2012,6.6
ender's game,Action,media,emocionante,2013,6.6
man on a ledge,Action,media,emocionante,2012,6.6
elysium,Action,media,emocionante,2013,6.6
attack the block,Action,corta,emocionante,2011,6.6
the other guys,Action,media,emocionante,2010,6.6
pirates of the caribbean: on stranger tides,Action,larga,emocionante,2011,6.6
venom,Action,media,emocionante,2018,6.6
edge of darkness,Action,media,emocionante,2010,6.6
the bourne legacy,Action,larga,emocionante,2012,6.6
l'immortel,Action,media,emocionante,2010,6.6
the harder they fall,Action,larga,emocionante,2021,6.6
eagle eye,Action,media,emocionante,2008,6.6
machete,Action,media,emocionante,2010,6.6
robin hood,Action,larga,emocionante,2010,6.6
jungle cruise,Action,larga,emocionante,2021,6.6
epic,Animation,media,neutral,2013,6.6
quantum of solace,Action,media,emocionante,2008,6.6
the incredible hulk,Action,media,emocionante,2008,6.6
seraphim falls,Action,media,emocionante,2006,6.6
smokin' aces,Action,media,emocionante,2006,6.6
prince of persia: the sands of time,Action,media,emocionante,2010,6.6
shoot 'em up,Action,corta,emocionante,2007,6.6
16 blocks,Action,media,emocionante,2006,6.6
vantage point,Action,media,emocionante,2008,6.6
flushed away,Animation,corta,neutral,2006,6.6
john carter,Action,larga,emocionante,2012,6.6
30 days of night,Action,media,emocionante,2007,6.6
x-men: the last stand,Action,media,emocionante,2006,6.6
the rundown,Action,media,emocionante,2003,6.6
tears of the sun,Action,larga,emocionante,2003,6.6
the chronicles of riddick,Action,media,emocionante,2004,6.6
the recruit,Action,media,emocionante,2003,6.6
wasabi,Action,media,emocionante,2001,6.6
kiss of the dragon,Action,media,emocionante,2001,6.6
rush hour 2,Action,media,emocionante,2001,6.6
joy ride,Action,media,emocionante,2001,6.6
the way of the gun,Action,media,emocionante,2000,6.6
shanghai noon,Action,media,emocionante,2000,6.6
bad boys ii,Action,larga,emocionante,2003,6.6
austin powers: the spy who shagged me,Action,media,emocionante,1999,6.6
u-571,Action,media,emocionante,2000,6.6
lethal weapon 4,Action,larga,emocionante,1998,6.6
star wars: episode ii - attack of the clones,Action,larga,emocionante,2002,6.6
titan a.e.,Animation,media,neutral,2000,6.6
resident evil,Action,media,emocionante,2002,6.6
the 13th warrior,Action,media,emocionante,1999,6.6
courage under fire,Action,media,emocionante,1996,6.6
outbreak,Action,larga,emocionante,1995,6.6
star trek: generations,Action,media,emocionante,1994,6.6
hot shots! part deux,Action,corta,emocionante,1993,6.6
new jack city,Action,media,emocionante,1991,6.6
road house,Action,media,emocionante,1989,6.6
licence to kill,Action,larga,emocionante,1989,6.6
ghostbusters ii,Action,media,emocionante,1989,6.6
black rain,Action,larga,emocionante,1989,6.6
the running man,Action,media,emocionante,1987,6.6
crocodile dundee,Action,media,emocionante,1986,6.6
star trek iii: the search for spock,Action,media,emocionante,1984,6.6
sudden impact,Action,media,emocionante,1983,6.6
outland,Action,media,emocionante,1981,6.6
rollerball,Action,larga,emocionante,1975,6.6
the tomorrow war,Action,larga,emocionante,2021,6.5
the hunt,Action,media,emocionante,2020,6.5
war,Action,larga,emocionante,2019,6.5
mandy,Action,larga,emocionante,2018,6.5
fast & furious presents: hobbs & shaw,Action,larga,emocionante,2019,6.5
pokémon: detective pikachu,Action,media,emocionante,2019,6.5
sonic the hedgehog,Action,media,emocionante,2020,6.5
nerve,Action,media,emocionante,2016,6.5
tag,Action,media,emocionante,2018,6.5
the interview,Action,media,emocionante,2014,6.5
star wars: episode ix - the rise of skywalker,Action,larga,emocionante,2019,6.5
homefront,Action,media,emocionante,2013,6.5
olympus has fallen,Action,media,emocionante,2013,6.5
self/less,Action,media,emocionante,2015,6.5
the hunger games: mockingjay - part 2,Action,larga,emocionante,2015,6.5
pirates of the caribbean: dead men tell no tales,Action,larga,emocionante,2017,6.5
fetih 1453,Action,larga,emocionante,2012,6.5
safe,Action,media,emocionante,2012,6.5
kick-ass 2,Action,media,emocionante,2013,6.5
the gray man,Action,larga,emocionante,2022,6.5
premium rush,Action,media,emocionante,2012,6.5
bad boys for life,Action,larga,emocionante,2020,6.5
yi dai zong shi,Action,larga,emocionante,2013,6.5
12 strong,Action,larga,emocionante,2018,6.5
seungriho,Action,larga,emocionante,2021,6.5
banlieue 13: ultimatum,Action,media,emocionante,2009,6.5
sonic the hedgehog 2,Action,larga,emocionante,2022,6.5
never back down,Action,media,emocionante,2008,6.5
fast & furious,Action,media,emocionante,2009,6.5
the international,Action,media,emocionante,2009,6.5
the forbidden kingdom,Action,media,emocionante,2008,6.5
underworld: rise of the lycans,Action,media,emocionante,2009,6.5
the chronicles of narnia: prince caspian,Action,larga,emocionante,2008,6.5
the mechanic,Action,media,emocionante,2011,6.5
national treasure: book of secrets,Action,larga,emocionante,2007,6.5
x-men origins: wolverine,Action,media,emocionante,2009,6.5
sin city: a dame to kill for,Action,media,emocionante,2014,6.5
flyboys,Action,larga,emocionante,2006,6.5
dhoom:2,Action,larga,emocionante,2006,6.5
terminator salvation,Action,media,emocionante,2009,6.5
get smart,Action,media,emocionante,2008,6.5
the spiderwick chronicles,Action,media,emocionante,2008,6.5
war of the worlds,Action,media,emocionante,2005,6.5
a walk among the tombstones,Action,media,emocionante,2014,6.5
spartan,Action,media,emocionante,2004,6.5
mr. & mrs. smith,Action,media,emocionante,2005,6.5
ladder 49,Action,media,emocionante,2004,6.5
hostage,Action,media,emocionante,2005,6.5
cellular,Action,media,emocionante,2004,6.5
heist,Action,media,emocionante,2001,6.5
swordfish,Action,media,emocionante,2001,6.5
the four feathers,Action,larga,emocionante,2002,6.5
gone in sixty seconds,Action,media,emocionante,2000,6.5
space cowboys,Action,larga,emocionante,2000,6.5
taxi 2,Action,corta,emocionante,2000,6.5
star wars: episode i - the phantom menace,Action,larga,emocionante,1999,6.5
u.s. marshals,Action,larga,emocionante,1998,6.5
the man in the iron mask,Action,larga,emocionante,1998,6.5
tomorrow never dies,Action,media,emocionante,1997,6.5
the lost world: jurassic park,Action,larga,emocionante,1997,6.5
air force one,Action,larga,emocionante,1997,6.5
executive decision,Action,larga,emocionante,1996,6.5
the quick and the dead,Action,media,emocionante,1995,6.5
cliffhanger,Action,media,emocionante,1993,6.5
under siege,Action,media,emocionante,1992,6.5
the rocketeer,Action,media,emocionante,1991,6.5
young guns ii,Action,media,emocionante,1990,6.5
